Plate ID,Well Location,Sample ID,Customer Sample Name (optional),Subject Barcode (optional),Comments (optional),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,G02,P05G02S000015,BR-23GS-C4-176-03,Seedling.23.BR-23GS-C4-176-03_1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,G03,P05G03S000023,BR-23GS-C4-176-04,Seedling.23.BR-23GS-C4-176-04_1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,G04,P05G04S000031,BR-23GS-C4-176-05,Seedling.23.BR-23GS-C4-176-05_1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,G05,P05G05S000039,BR-23GS-C4-176-06,Seedling.23.BR-23GS-C4-176-06_1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,G06,P05G06S000047,BR-23GS-C4-176-07,Seedling.23.BR-23GS-C4-176-07_1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,G07,P05G07S000055,BR-23GS-C4-176-08,Seedling.23.BR-23GS-C4-176-08_1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,G08,P05G08S000063,BR-23GS-C4-176-09,Seedling.23.BR-23GS-C4-176-09_1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,G09,P05G09S000071,BR-23GS-C4-176-10,Seedling.23.BR-23GS-C4-176-10_1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,G10,P05G10S000079,BR-23GS-C4-177-01,Seedling.23.BR-23GS-C4-177-01_1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,G11,P05G11S000087,BR-23GS-C4-177-03,Seedling.23.BR-23GS-C4-177-03_1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,G12,P05G12S000095,BLANK,BLANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,H01,P05H01S000008,BR-23GS-C4-177-04,Seedling.23.BR-23GS-C4-177-04_1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,H02,P05H02S000016,BR-23GS-C4-177-05,Seedling.23.BR-23GS-C4-177-05_1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,H03,P05H03S000024,BR-23GS-C4-177-06,Seedling.23.BR-23GS-C4-177-06_1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,H04,P05H04S000032,BR-23GS-C4-177-07,Seedling.23.BR-23GS-C4-177-07_1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,H05,P05H05S000040,BR-23GS-C4-177-08,Seedling.23.BR-23GS-C4-177-08_1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,H06,P05H06S000048,BR-23GS-C4-177-09,Seedling.23.BR-23GS-C4-177-09_1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,H07,P05H07S000056,BR-23GS-C4-177-10,Seedling.23.BR-23GS-C4-177-10_1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,H08,P05H08S000064,BR-23GS-C4-177-11,Seedling.23.BR-23GS-C4-177-11_1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,H09,P05H09S000072,BR-23GS-C4-177-12,Seedling.23.BR-23GS-C4-177-12_1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,H10,P05H10S000080,BR-23GS-C4-178-01,Seedling.23.BR-23GS-C4-178-01_1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,H11,P05H11S000088,BR-23GS-C4-178-02,Seedling.23.BR-23GS-C4-178-02_1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P05,H12,P05H12S000096,BLANK,BLANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,A01,P06A01S000001,BR-23GS-C4-179-02,Seedling.23.BR-23GS-C4-179-02_1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,A02,P06A02S000009,BR-23GS-C4-179-03,Seedling.23.BR-23GS-C4-179-03_1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,A03,P06A03S000017,BR-23GS-C4-179-04,Seedling.23.BR-23GS-C4-179-04_1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,A04,P06A04S000025,BR-23GS-C4-179-05,Seedling.23.BR-23GS-C4-179-05_1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,A05,P06A05S000033,BR-23GS-C4-180-01,Seedling.23.BR-23GS-C4-180-01_1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,A06,P06A06S000041,BR-23GS-C4-180-02,Seedling.23.BR-23GS-C4-180-02_1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,A07,P06A07S000049,BR-23GS-C4-180-03,Seedling.23.BR-23GS-C4-180-03_1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,A08,P06A08S000057,BR-23GS-C4-181-01,Seedling.23.BR-23GS-C4-181-01_1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,A09,P06A09S000065,BR-23GS-C4-182-01,Seedling.23.BR-23GS-C4-182-01_1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,A10,P06A10S000073,BR-23GS-C4-183-01,Seedling.23.BR-23GS-C4-183-01_1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,A11,P06A11S000081,BR-23GS-C4-183-02,Seedling.23.BR-23GS-C4-183-02_1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,A12,P06A12S000089,BR-23GS-C4-183-03,Seedling.23.BR-23GS-C4-183-03_1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,B01,P06B01S000002,BR-23GS-C4-184-01,Seedling.23.BR-23GS-C4-184-01_1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,B02,P06B02S000010,BR-23GS-C4-184-02,Seedling.23.BR-23GS-C4-184-02_1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,B03,P06B03S000018,BR-23GS-C4-185-01,Seedling.23.BR-23GS-C4-185-01_1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,B04,P06B04S000026,BR-23GS-C4-187-01,Seedling.23.BR-23GS-C4-187-01_1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,B05,P06B05S000034,BR-23GS-C4-187-02,Seedling.23.BR-23GS-C4-187-02_1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,B06,P06B06S000042,BR-23GS-C4-187-03,Seedling.23.BR-23GS-C4-187-03_1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,B07,P06B07S000050,BR-23GS-C4-187-04,Seedling.23.BR-23GS-C4-187-04_1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,B08,P06B08S000058,BR-23GS-C4-187-05,Seedling.23.BR-23GS-C4-187-05_1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,B09,P06B09S000066,BR-23GS-C4-187-06,Seedling.23.BR-23GS-C4-187-06_1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,B10,P06B10S000074,BR-23GS-C4-187-07,Seedling.23.BR-23GS-C4-187-07_1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,B11,P06B11S000082,BR-23GS-C4-188-01,Seedling.23.BR-23GS-C4-188-01_1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,B12,P06B12S000090,BR-23GS-C4-189-01,Seedling.23.BR-23GS-C4-189-01_1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,C01,P06C01S000003,BR-23GS-C4-192-01,Seedling.23.BR-23GS-C4-192-01_1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,C02,P06C02S000011,BR-23GS-C4-194-01,Seedling.23.BR-23GS-C4-194-01_1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,C03,P06C03S000019,BR-23GS-C4-195-01,Seedling.23.BR-23GS-C4-195-01_1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,C04,P06C04S000027,BR-23GS-C4-195-02,Seedling.23.BR-23GS-C4-195-02_1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,C05,P06C05S000035,BR-23GS-C4-198-01,Seedling.23.BR-23GS-C4-198-01_1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,C06,P06C06S000043,BR-23GS-C4-200-01,Seedling.23.BR-23GS-C4-200-01_1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,C07,P06C07S000051,BR-23GS-C4-200-02,Seedling.23.BR-23GS-C4-200-02_1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,C08,P06C08S000059,BR-23GS-C4-200-03,Seedling.23.BR-23GS-C4-200-03_1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,C09,P06C09S000067,BR-23GS-C4-200-04,Seedling.23.BR-23GS-C4-200-04_1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,C10,P06C10S000075,BR-23GS-C4-201-01,Seedling.23.BR-23GS-C4-201-01_1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,C11,P06C11S000083,BR-23GS-C4-203-01,Seedling.23.BR-23GS-C4-203-01_1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,C12,P06C12S000091,BR-23GS-C4-204-01,Seedling.23.BR-23GS-C4-204-01_1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,D01,P06D01S000004,BR-23GS-C4-204-02,Seedling.23.BR-23GS-C4-204-02_1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,D02,P06D02S000012,BR-23GS-C4-204-03,Seedling.23.BR-23GS-C4-204-03_1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,D03,P06D03S000020,BR-23GS-C4-204-04,Seedling.23.BR-23GS-C4-204-04_1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,D04,P06D04S000028,BR-23GS-C4-205-01,Seedling.23.BR-23GS-C4-205-01_1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,D05,P06D05S000036,BR-23GS-C4-205-02,Seedling.23.BR-23GS-C4-205-02_1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,D06,P06D06S000044,BR-23GS-C4-205-03,Seedling.23.BR-23GS-C4-205-03_1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,D07,P06D07S000052,BR-23GS-C4-205-04,Seedling.23.BR-23GS-C4-205-04_1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,D08,P06D08S000060,BR-23GS-C4-205-05,Seedling.23.BR-23GS-C4-205-05_1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,D09,P06D09S000068,BR-23GS-C4-205-06,Seedling.23.BR-23GS-C4-205-06_1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,D10,P06D10S000076,BR-23GS-C4-207-01,Seedling.23.BR-23GS-C4-207-01_1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,D11,P06D11S000084,BR-23GS-C4-207-02,Seedling.23.BR-23GS-C4-207-02_1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,D12,P06D12S000092,BR-23GS-C4-207-03,Seedling.23.BR-23GS-C4-207-03_1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,E01,P06E01S000005,BR-23GS-C4-207-04,Seedling.23.BR-23GS-C4-207-04_1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,E02,P06E02S000013,BR-23GS-C4-207-06,Seedling.23.BR-23GS-C4-207-06_1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,E03,P06E03S000021,BR-23GS-C4-207-07,Seedling.23.BR-23GS-C4-207-07_1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,E04,P06E04S000029,BR-23GS-C4-207-08,Seedling.23.BR-23GS-C4-207-08_1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,E05,P06E05S000037,BR-23GS-C4-209-01,Seedling.23.BR-23GS-C4-209-01_1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,E06,P06E06S000045,BR-23GS-C4-209-02,Seedling.23.BR-23GS-C4-209-02_1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,E07,P06E07S000053,BR-23GS-C4-211-01,Seedling.23.BR-23GS-C4-211-01_1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,E08,P06E08S000061,BR-23GS-C4-213-01,Seedling.23.BR-23GS-C4-213-01_1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,E09,P06E09S000069,BR-23GS-C4-214-01,Seedling.23.BR-23GS-C4-214-01_1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,E10,P06E10S000077,BR-23GS-C4-214-02,Seedling.23.BR-23GS-C4-214-02_1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,E11,P06E11S000085,BR-23GS-C4-214-03,Seedling.23.BR-23GS-C4-214-03_1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,E12,P06E12S000093,BR-23GS-C4-214-04,Seedling.23.BR-23GS-C4-214-04_1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,F01,P06F01S000006,BR-23GS-C4-215-01,Seedling.23.BR-23GS-C4-215-01_1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,F02,P06F02S000014,BR-23-216-01,Seedling.23.BR-23-216-01_1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,F03,P06F03S000022,BR-23-216-02,Seedling.23.BR-23-216-02_1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,F04,P06F04S000030,BR-23-216-03,Seedling.23.BR-23-216-03_1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,F05,P06F05S000038,BR-23-216-04,Seedling.23.BR-23-216-04_1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,F06,P06F06S000046,BR-23-216-05,Seedling.23.BR-23-216-05_1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,F07,P06F07S000054,BR-23-217-01,Seedling.23.BR-23-217-01_1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,F08,P06F08S000062,BR-23-217-02,Seedling.23.BR-23-217-02_1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,F09,P06F09S000070,BR-23-217-03,Seedling.23.BR-23-217-03_1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,F10,P06F10S000078,BR-23-217-04,Seedling.23.BR-23-217-04_1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,F11,P06F11S000086,BR-23-217-05,Seedling.23.BR-23-217-05_1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,F12,P06F12S000094,BR-23-217-07,Seedling.23.BR-23-217-07_1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,G01,P06G01S000007,BR-23-217-08,Seedling.23.BR-23-217-08_1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,G02,P06G02S000015,BR-23-217-09,Seedling.23.BR-23-217-09_1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,G03,P06G03S000023,BR-23-217-10,Seedling.23.BR-23-217-10_1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,G04,P06G04S000031,BR-23-217-11,Seedling.23.BR-23-217-11_1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,G05,P06G05S000039,BR-23-217-12,Seedling.23.BR-23-217-12_1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,G06,P06G06S000047,BR-23-217-13,Seedling.23.BR-23-217-13_1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,G07,P06G07S000055,BR-23-217-14,Seedling.23.BR-23-217-14_1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,G08,P06G08S000063,BR-23-217-15,Seedling.23.BR-23-217-15_1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,G09,P06G09S000071,BR-23-217-16,Seedling.23.BR-23-217-16_1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,G10,P06G10S000079,BR-23-217-17,Seedling.23.BR-23-217-17_1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,G11,P06G11S000087,BR-23-219-01,Seedling.23.BR-23-219-01_1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,G12,P06G12S000095,BLANK,BLANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,H01,P06H01S000008,BR-23-219-02,Seedling.23.BR-23-219-02_1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,H02,P06H02S000016,BR-23-219-03,Seedling.23.BR-23-219-03_1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,H03,P06H03S000024,BR-23-220-01,Seedling.23.BR-23-220-01_1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,H04,P06H04S000032,BR-23-220-02,Seedling.23.BR-23-220-02_1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,H05,P06H05S000040,BR-23-220-03,Seedling.23.BR-23-220-03_1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,H06,P06H06S000048,BR-23-222-01,Seedling.23.BR-23-222-01_1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,H07,P06H07S000056,BR-23-222-02,Seedling.23.BR-23-222-02_1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,H08,P06H08S000064,BR-23-222-03,Seedling.23.BR-23-222-03_1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,H09,P06H09S000072,BR-23-222-04,Seedling.23.BR-23-222-04_1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,H10,P06H10S000080,BR-23-222-06,Seedling.23.BR-23-222-06_1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,H11,P06H11S000088,BR-23-222-07,Seedling.23.BR-23-222-07_1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P06,H12,P06H12S000096,BLANK,BLANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,A01,P07A01S000001,BR-23-222-08,Seedling.23.BR-23-222-08_1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,A02,P07A02S000009,BR-23-222-09,Seedling.23.BR-23-222-09_1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,A03,P07A03S000017,BR-23-222-10,Seedling.23.BR-23-222-10_1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,A04,P07A04S000025,BR-23-222-11,Seedling.23.BR-23-222-11_1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,A05,P07A05S000033,BR-23-222-12,Seedling.23.BR-23-222-12_1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,A06,P07A06S000041,BR-23-222-13,Seedling.23.BR-23-222-13_1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,A07,P07A07S000049,BR-23-222-14,Seedling.23.BR-23-222-14_1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,A08,P07A08S000057,BR-23-222-15,Seedling.23.BR-23-222-15_1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,A09,P07A09S000065,BR-23-222-16,Seedling.23.BR-23-222-16_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,A10,P07A10S000073,BR-23-222-17,Seedling.23.BR-23-222-17_1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,A11,P07A11S000081,BR-23-222-19,Seedling.23.BR-23-222-19_1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,A12,P07A12S000089,BR-23-222-20,Seedling.23.BR-23-222-20_1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,B01,P07B01S000002,BR-23-222-21,Seedling.23.BR-23-222-21_1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,B02,P07B02S000010,BR-23-222-22,Seedling.23.BR-23-222-22_1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,B03,P07B03S000018,BR-23-222-23,Seedling.23.BR-23-222-23_1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,B04,P07B04S000026,BR-23-222-24,Seedling.23.BR-23-222-24_1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,B05,P07B05S000034,BR-23-222-25,Seedling.23.BR-23-222-25_1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,B06,P07B06S000042,BR-23-223-01,Seedling.23.BR-23-223-01_1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,B07,P07B07S000050,BR-23-224-02,Seedling.23.BR-23-224-02_1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,B08,P07B08S000058,BR-23-225-01,Seedling.23.BR-23-225-01_1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,B09,P07B09S000066,BR-23-225-02,Seedling.23.BR-23-225-02_1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,B10,P07B10S000074,BR-23-225-04,Seedling.23.BR-23-225-04_1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,B11,P07B11S000082,BR-23-225-05,Seedling.23.BR-23-225-05_1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,B12,P07B12S000090,BR-23-225-06,Seedling.23.BR-23-225-06_1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,C01,P07C01S000003,BR-23-225-07,Seedling.23.BR-23-225-07_1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,C02,P07C02S000011,BR-23-225-08,Seedling.23.BR-23-225-08_1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-BR-DART-P07,C03,P07C03S000019,BR-23-225-09,Seedling.23.BR-23-225-09_1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
